Broadcast vs Precise Ephemeris Comparison Results (GPS and BDS only)
======================================================================

PRN  Sys  Time(HH:MM)   Broadcast X(m)       Broadcast Y(m)       Broadcast Z(m)       Precise X(m)         Precise Y(m)         Precise Z(m)         dX(m)               dY(m)               dZ(m)               Distance(m)
 13   C   00:15      -5571182.458      23897977.867      34319217.248      -5553468.632      23890104.645      34327771.007        -17713.826          7873.222         -8553.759         21188.064
 14   C   00:15     -16661784.809        238315.554      22412535.133     -16649703.308        272005.482      22421071.896        -12081.501        -33689.928         -8536.763         36794.704
 16   C   00:15     -15993370.090      39090205.978       1552368.932     -16010936.370      39084374.111       1517227.246         17566.280          5831.867         35141.686         39718.043
 20   C   00:15      17829550.228       9498919.260     -19233299.118      17819744.528       9469688.999     -19256809.195          9805.700         29230.261         23510.077         38772.202
 21   C   00:15     -12419822.879     -24596183.385       4483166.126     -12418967.608     -24588837.847       4525693.946          -855.271         -7345.538        -42527.820         43166.004
 22   C   00:15        216393.230     -24889361.226     -12648399.016        208030.383     -24907791.054     -12612232.168          8362.847         18429.828        -36166.848         41444.380
 23   C   00:15      -4702418.459      15486425.044     -22724700.526      -4666681.072      15493310.988     -22727379.546        -35737.387         -6885.944          2679.020         36493.208
 24   C   00:15     -27108359.336      -6334237.367       1711079.767     -27111411.227      -6332665.138       1667989.938          3051.891         -1572.229         43089.829         43226.373
 25   C   00:15     -22231491.627       7286906.174     -15197863.157     -22207694.482       7292311.786     -15230055.126        -23797.145         -5405.612         32191.969         40396.134
 26   C   00:15     -16641216.721     -14744548.882      16843165.790     -16668042.948     -14747488.639      16814002.762         26826.227          2939.757         29163.028         39733.749
 27   C   00:15       5449451.909      16626841.312      21731858.699       5472735.354      16600981.480      21745748.633        -23283.445         25859.832        -13889.934         37467.052
 28   C   00:15     -11153441.498      23471468.208      10160130.009     -11141627.749      23460180.551      10199129.829        -11813.749         11287.657        -38999.820         42284.297
 29   C   00:15      20565124.605     -17396377.143       7298661.679      20571230.031     -17406414.415       7257426.417         -6105.426         10037.272         41235.262         42876.216
 30   C   00:15      18745004.576       -384663.366      20668040.553      18765232.655       -410794.215      20649153.079        -20228.079         26130.849         18887.474         38062.227
 33   C   00:15     -12784544.585      10548800.896      22446241.611     -12771535.279      10582273.493      22437875.200        -13009.306        -33472.597          8366.411         36873.482
 34   C   00:15     -18949693.628        678579.878     -20479755.087     -18969799.757        704427.127     -20460285.625         20106.129        -25847.249        -19469.462         38097.201
 35   C   00:15      10423046.407     -23844207.649     -10035520.775      10411631.972     -23832735.794     -10074558.715         11414.435        -11471.855         39037.940         42259.360
 36   C   00:15      22526867.932      -6664112.796      15089999.382      22503437.123      -6669993.906      15122388.687         23430.809          5881.110        -32389.305         40406.155
 37   C   00:15      15816984.854      15260071.667     -17182446.587      15844286.446      15263786.591     -17154032.256        -27301.592         -3714.924        -28414.331         39579.690
  1   C   00:30     -32336905.987      26936380.509      -2432120.776     -32320347.480      27061760.679       -463346.324        -16558.507       -125380.170      -1968774.452       1972832.282
  2   C   00:30       4445058.336      41860946.769      -2622846.866       4454018.484      41928841.169       1054652.736         -8960.148        -67894.400      -3677499.602       3678137.199
  3   C   00:30     -14833725.174      39404468.832      -2645833.683     -14822057.447      39492992.180        600396.743        -11667.727        -88523.348      -3246230.426       3247458.159
  4   C   00:30     -39607608.179      14378199.100       -917146.666     -39601644.882      14423253.354       -122493.534         -5963.297        -45054.254       -794653.132        795951.662
  5   C   00:30      21900442.855      35992001.231      -2179937.226      21906079.679      36034956.966       1187616.748         -5636.824        -42955.735      -3367553.974       3367832.647
  6   C   00:30     -17371770.640      38119347.279       6757776.419     -17389749.788      38116907.795       6723759.262         17979.148          2439.484         34017.157         38553.441
  7   C   00:30     -10138650.945      25128606.743     -32036202.929     -10129449.213      25142494.157     -32027930.834         -9201.732        -13887.414         -8272.095         18599.992
  8   C   00:30     -23551085.260      22219188.612      26916212.257     -23539167.996      22202179.795      26940956.974        -11917.264         17008.817        -24744.717         32305.139
  9   C   00:30      -7555925.043      40486649.668      -9624581.029      -7570543.128      40475706.331      -9658012.212         14618.085         10943.337         33431.183         38093.163
 10   C   00:30       5785803.744      32791975.156     -25465475.105       5788295.647      32808295.526     -25443750.594         -2491.903        -16320.370        -21724.511         27285.865
 11   C   00:30     -20383543.989       8305982.645     -17052189.611     -20399764.597       8328087.907     -17022020.097         16220.608        -22105.262        -30169.514         40767.024
 12   C   00:30     -11294461.313     -10471792.986     -23232429.439     -11316698.888     -10441914.658     -23235005.325         22237.575        -29878.328          2575.886         37334.427
 13   C   00:30      -6672754.424      24478615.192      33694882.886      -6656223.276      24468489.165      33705713.061        -16531.148         10126.027        -10830.175         22206.034
 14   C   00:30     -17490031.433      -1870871.265      21696737.309     -17476430.732      -1839003.332      21710365.688        -13600.701        -31867.933        -13628.379         37232.740
 16   C   00:30     -14842537.119      39389569.593       3806519.031     -14860709.689      39386068.200       3771554.464         18172.570          3501.393         34964.567         39560.372
 20   C   00:30      18484132.218      11280683.041     -17580634.572      18473669.217      11254497.274     -17608413.131         10463.001         26185.767         27778.559         39583.040
 21   C   00:30     -12433917.392     -24934244.533       1722249.227     -12434405.338     -24930990.725       1765499.260           487.946         -3253.808        -43250.033         43375.001
 22   C   00:30        834859.994     -23613117.682     -14872550.110        823977.275     -23634262.892     -14839559.386         10882.719         21145.210        -32990.724         40668.677
 23   C   00:30      -6996984.741      15114584.602     -22381617.235      -6961443.975      15119296.866     -22389519.380        -35540.766         -4712.264          7902.145         36712.333
 24   C   00:30     -26773180.980      -6420332.702       4461360.509     -26780492.481      -6419129.697       4418981.348          7311.501         -1203.005         42379.161         43022.071
 25   C   00:30     -23660039.745       6998501.565     -13018904.931     -23639423.038       7002159.601     -13054368.688        -20616.707         -3658.036         35463.757         41183.831
 26   C   00:30     -14819690.119     -14596031.946      18586242.387     -14849411.636     -14597666.191      18561181.114         29721.517          1634.245         25061.273         38911.525
 27   C   00:30       4037117.399      18293300.852      20677378.270       4057776.558      18267419.451      20696179.491        -20659.159         25881.401        -18801.221         38080.621
 28   C   00:30     -11807017.548      24116064.421       7582650.787     -11798409.903      24107347.954       7623709.284         -8607.645          8716.467        -41058.497         42847.036
 29   C   00:30      20111590.778     -16630334.712       9887936.057      20119475.230     -16644092.062       9848684.840         -7884.452         13757.350         39251.217         42333.052
 30   C   00:30      17462313.740       1380153.011      21723533.200      17481912.530       1351479.746      21709548.778        -19598.790         28673.265         13984.422         37441.056
 33   C   00:30     -13694063.736       8403257.598      22813647.665     -13678843.406       8436433.133      22810518.593        -15220.330        -33175.535          3129.072         36634.214
 34   C   00:30     -17672632.431      -1069166.219     -21574061.431     -17692176.476      -1040738.453     -21559453.833         19544.045        -28427.766        -14607.598         37463.175
 35   C   00:30      11054189.897     -24496839.440      -7456463.687      11045879.218     -24488053.354      -7497533.722          8310.679         -8786.086         41070.035         42813.671
 36   C   00:30      23932686.360      -6347083.046      12899447.704      23912411.560      -6351154.678      12935074.745         20274.800          4071.632        -35627.041         41193.831
 37   C   00:30      13966035.928      15061092.597     -18875025.893      13996196.851      15063521.548     -18850784.896        -30160.923         -2428.951        -24240.997         38771.214
  1   C   00:45     -32310496.901      26905246.445      -3058886.188     -32320745.131      27061293.042       -521775.791         10248.230       -156046.597      -2537110.397       2541925.398
  2   C   00:45       4458970.856      41862235.362      -2558007.798       4454704.155      41927220.689       1066765.576          4266.701        -64985.327      -3624773.374       3625358.370
  3   C   00:45     -14812965.379      39391252.892      -2961068.054     -14819866.986      39495792.362        561277.849          6901.607       -104539.470      -3522345.903       3523903.629
  4   C   00:45     -39597690.183      14342894.978      -1641876.145     -39602836.047      14421506.576       -161322.256          5145.864        -78611.598      -1480553.889       1482648.334
  5   C   00:45      21909459.685      36008438.044      -1796455.965      21907768.516      36033718.101       1216328.257          1691.169        -25280.057      -3012784.222       3012890.757
  6   C   00:45     -16209441.651      38200566.270       8928600.871     -16227567.238      38200450.262       8895098.154         18125.587           116.008         33502.717         38091.763
  7   C   00:45     -10787579.641      24277134.129     -32496534.683     -10776647.848      24289722.006     -32490455.811        -10931.793        -12587.877         -6078.872         17745.744
  8   C   00:45     -24241879.861      23360324.155      25267535.576     -24232298.550      23341909.435      25294038.251         -9581.311         18414.720        -26502.675         33664.450
  9   C   00:45      -6572084.509      41126487.671      -7456148.183      -6588006.379      41117525.069      -7490147.360         15921.870          8962.602         33999.177         38597.645
 10   C   00:45       5556057.010      31755439.012     -26804370.031       5560672.400      31771330.087     -26784427.081         -4615.390        -15891.075        -19942.950         25914.270
 11   C   00:45     -19332152.586       6772794.312     -18857458.144     -19348537.450       6798299.985     -18831468.858         16384.864        -25505.673        -25989.286         39930.516
 12   C   00:45      -9936056.072     -12425151.624     -22891667.435      -9956055.595     -12394381.039     -22899597.399         19999.523        -30770.585          7929.964         37545.894
 13   C   00:45      -7688875.508      25198555.862      32925625.165      -7673812.192      25186352.417      32938686.795        -15063.316         12203.445        -13061.630         23375.922
 14   C   00:45     -18402836.221      -3845963.585      20659855.557     -18388131.254      -3816425.005      20678372.340        -14704.967        -29538.580        -18516.783         37836.953
 16   C   00:45     -13662793.818      39536965.844       6044395.222     -13681263.058      39535853.886       6009757.359         18469.240          1111.958         34637.863         39269.973
 20   C   00:45      19163832.400      12855449.788     -15666697.908      19153244.971      12832637.170     -15698332.513         10587.429         22812.618         31634.605         40413.580
 21   C   00:45     -12344431.324     -25014417.877      -1064205.114     -12346783.786     -25015079.763      -1020874.175          2352.462           661.886        -43330.939         43399.798
 22   C   00:45       1622561.522     -22180541.537     -16876291.306       1608953.866     -22203834.960     -16846965.753         13607.656         23293.423        -29325.553         39846.454
 23   C   00:45      -9257329.856      14882432.002     -21706171.506      -9222645.687      14884990.053     -21719179.518        -34684.169         -2558.051         13008.012         37131.437
 24   C   00:45     -26165663.854      -6500458.664       7145318.354     -26177170.159      -6499081.853       7104279.761         11506.305         -1376.811         41038.593         42643.368
 25   C   00:45     -24869895.889       6809531.813     -10646557.143     -24852881.165       6811849.496     -10684766.226        -17014.724         -2317.683         38209.083         41890.410
 26   C   00:45     -12828292.833     -14543802.477      20053171.259     -12860398.996     -14543766.239      20032583.205         32106.163           -36.238         20588.054         38140.201
 27   C   00:45       2799949.457      19940708.813      19315922.378       2817804.491      19915435.512      19339355.073        -17855.034         25273.301        -23432.695         38815.373
 28   C   00:45     -12263085.106      24578831.249       4892575.585     -12257404.211      24573181.860       4935083.360         -5680.895          5649.389        -42507.775         43256.203
 29   C   00:45      19562359.486     -15622866.070      12330478.271      19571447.377     -15640394.377      12293793.504         -9087.891         17528.307         36684.767         41660.575
 30   C   00:45      16237200.618       3295229.187      22456683.253      16255656.155       3264432.494      22447808.721        -18455.537         30796.693          8874.532         36983.787
 33   C   00:45     -14738432.389       6297418.927      22842448.572     -14721241.544       6329672.212      22844602.772        -17190.845        -32253.285         -2154.200         36612.021
 34   C   00:45     -16448949.804      -2969993.174     -22348337.242     -16467413.639      -2939392.787     -22338808.772         18463.835        -30600.387         -9528.470         36987.682
 35   C   00:45      11494987.176     -24960721.740      -4766556.403      11489483.522     -24955103.088      -4809048.075          5503.654         -5618.652         42491.672         43213.443
 36   C   00:45      25121227.369      -6133694.083      10517718.123      25104535.230      -6136356.630      10556055.716         16692.139          2662.547        -38337.593         41898.540
 37   C   00:45      11947549.604      14957215.081     -20287187.201      11980058.596      14957990.871     -20267480.575        -32508.992          -775.790        -19706.626         38023.513
  1   C   01:00     -32321136.410      26907380.292      -2935113.452     -32321129.511      27060810.963       -577958.420            -6.899       -153430.671      -2357155.032       2362143.267
  2   C   01:00       4455195.498      41859752.996      -2583777.366       4455201.192      41925676.889       1074290.810            -5.694        -65923.893      -3658068.176       3658662.152
  3   C   01:00     -14817383.647      39393549.273      -2925422.168     -14817416.063      39498573.333        519746.778            32.416       -105024.060      -3445168.946       3446769.374
  4   C   01:00     -39604060.116      14347506.045      -1456051.430     -39604040.878      14419837.143       -199457.845           -19.238        -72331.098      -1256593.585       1258673.598
  5   C   01:00      21909490.904      36003467.457      -1905019.623      21909459.656      36032519.476       1239813.950            31.248        -29052.019      -3144833.573       3144967.762
  6   C   01:00     -15047645.905      38132300.686      11061742.394     -15065613.231      38134505.007      11028894.985         17967.326         -2204.321         32847.409         37505.148
  7   C   01:00     -11541834.357      23516455.377     -32815032.365     -11529357.641      23527525.756     -32811170.895        -12476.716        -11070.379         -3861.470         17121.118
  8   C   01:00     -24776883.462      24581514.299      23509508.300     -24769803.495      24562013.402      23537655.552         -7079.967         19500.897        -28147.252         34966.823
  9   C   01:00      -5513134.572      41633893.342      -5255937.159      -5530090.249      41627061.866      -5290358.923         16955.677          6831.476         34421.764         38974.632
 10   C   01:00       5192060.471      30755578.863     -28025867.864       5198724.216      30770764.231     -28007793.039         -6663.745        -15185.368        -18074.825         24529.578
 11   C   01:00     -18290085.020       5029845.496     -20380978.533     -18306031.660       5058461.789     -20359557.752         15946.640        -28616.293        -21420.781         39141.249
 12   C   01:00      -8731521.839     -14415268.694     -22210184.445      -8748995.200     -14384244.169     -22223348.672         17473.361        -31024.525         13164.227         37962.302
 13   C   01:00      -8602034.452      26045337.744      32014645.391      -8588698.270      26031268.094      32029883.980        -13336.182         14069.650        -15238.589         24658.130
 14   C   01:00     -19371073.047      -5657009.630      19317305.889     -19355751.303      -5630223.769      19340436.322        -15321.744        -26785.861        -23130.433         38564.947
 16   C   01:00     -12474244.564      39529927.513       8256430.786     -12492695.646      39531223.311       8222267.617         18451.082         -1295.798         34163.169         38848.985
 20   C   01:00      19833065.270      14205582.800     -13519908.685      19822923.707      14186363.728     -13554929.554         10141.563         19219.072         35020.869         41215.110
 21   C   01:00     -12119368.394     -24851542.927      -3834880.822     -12124057.036     -24855837.988      -3792111.457          4688.642          4295.061        -42769.365         43239.443
 22   C   01:00       2589252.947     -20629589.814     -18629910.978       2572821.494     -20654421.735     -18604685.582         16431.453         24831.921        -25225.396         39024.833
 23   C   01:00     -11441526.665      14785161.077     -20708387.024     -11408340.290      14785692.746     -20726307.854        -33186.375          -531.669         17920.830         37719.680
 24   C   01:00     -25293740.039      -6609050.477       9723061.855     -25309261.542      -6606974.734       9683973.740         15521.503         -2075.743         39088.115         42108.271
 25   C   01:00     -25837027.250       6691657.760      -8116044.076     -25823940.075       6693105.666      -8156431.075        -13087.175         -1447.906         40386.999         42479.175
 26   C   01:00     -10702132.618     -14608482.874      21222224.773     -10736045.824     -14606500.186      21206414.613         33913.206         -1982.688         15810.160         37469.958
 27   C   01:00       1745825.373      21528161.049      17667738.001       1760809.721      21504135.025      17695453.905        -14984.348         24026.024        -27715.904         39622.617
 28   C   01:00     -12542647.214      24830258.580       2129842.163     -12539522.652      24828096.814       2173167.924         -3124.562          2161.766        -43325.761         43492.041
 29   C   01:00      18954928.647     -14374489.889      14590042.112      18964632.714     -14395723.644      14556468.258         -9704.067         21233.755         33573.854         40893.092
 30   C   01:00      15100418.675       5330771.592      22856655.227      15117289.719       5298355.668      22853021.594        -16871.044         32415.924          3633.633         36723.665
 33   C   01:00     -15898882.976       4270017.112      22532250.488     -15880061.897       4300770.831      22539655.439        -18821.079        -30753.719         -7404.951         36808.390
 34   C   01:00     -15309735.115      -4994784.977     -22791059.725     -15326671.287      -4962506.231     -22786752.319         16936.172        -32278.746         -4307.406         36705.655
 35   C   01:00      11767455.510     -25207368.362      -2005787.057      11764374.318     -25205320.222      -2049068.594          3081.192         -2048.140         43281.537         43439.383
 36   C   01:00      26068075.517      -5996002.999       7980065.573      26055298.279      -5997721.580       8020546.009         12777.238          1718.581        -40480.436         42483.844
 37   C   01:00       9796692.430      14969202.856     -21397890.071       9830970.720      14968047.358     -21383011.558        -34278.290          1155.498        -14878.513         37385.913
  1   C   01:15     -32331341.215      26910824.474      -2798697.939     -32321509.701      27060319.168       -631652.503         -9831.514       -149494.694      -2167045.436       2172218.047
